run	spots	experiment	sample	organism	project	title	is_single_cell
SRR1780201	267368	SRX859630	SRS831204	Homo sapiens	PRJNA274006	GSM1596850: singles-K562-rep1-well-116; Homo sapiens; OTHER	TRUE
SRR1780203	213882	SRX859631	SRS831207	Homo sapiens	PRJNA274006	GSM1596851: singles-K562-rep1-well-117; Homo sapiens; OTHER	TRUE
SRR1780205	476937	SRX859632	SRS831208	Homo sapiens	PRJNA274006	GSM1596852: singles-K562-rep1-well-118; Homo sapiens; OTHER	TRUE
SRR1780207	518228	SRX859633	SRS831211	Homo sapiens	PRJNA274006	GSM1596853: singles-K562-rep1-well-119; Homo sapiens; OTHER	TRUE
SRR1780209	496721	SRX859634	SRS831210	Homo sapiens	PRJNA274006	GSM1596854: singles-K562-rep1-well-120; Homo sapiens; OTHER	TRUE
SRR1780212	115373	SRX859635	SRS831209	Homo sapiens	PRJNA274006	GSM1596855: singles-K562-rep1-well-121; Homo sapiens; OTHER	TRUE
SRR1780211	508892	SRX859635	SRS831209	Homo sapiens	PRJNA274006	GSM1596855: singles-K562-rep1-well-121; Homo sapiens; OTHER	TRUE
SRR1780214	135665	SRX859636	SRS831212	Homo sapiens	PRJNA274006	GSM1596856: singles-K562-rep1-well-122; Homo sapiens; OTHER	TRUE
SRR1780213	470492	SRX859636	SRS831212	Homo sapiens	PRJNA274006	GSM1596856: singles-K562-rep1-well-122; Homo sapiens; OTHER	TRUE
SRR1780216	316430	SRX859637	SRS831214	Homo sapiens	PRJNA274006	GSM1596857: singles-K562-rep1-well-123; Homo sapiens; OTHER	TRUE
SRR1780215	712006	SRX859637	SRS831214	Homo sapiens	PRJNA274006	GSM1596857: singles-K562-rep1-well-123; Homo sapiens; OTHER	TRUE
SRR1780218	129146	SRX859638	SRS831215	Homo sapiens	PRJNA274006	GSM1596858: singles-K562-rep1-well-124; Homo sapiens; OTHER	TRUE
SRR1780217	596226	SRX859638	SRS831215	Homo sapiens	PRJNA274006	GSM1596858: singles-K562-rep1-well-124; Homo sapiens; OTHER	TRUE
SRR1780220	145658	SRX859639	SRS831218	Homo sapiens	PRJNA274006	GSM1596859: singles-K562-rep1-well-125; Homo sapiens; OTHER	TRUE
SRR1780219	557481	SRX859639	SRS831218	Homo sapiens	PRJNA274006	GSM1596859: singles-K562-rep1-well-125; Homo sapiens; OTHER	TRUE
SRR1780222	169962	SRX859640	SRS831217	Homo sapiens	PRJNA274006	GSM1596860: singles-K562-rep1-well-126; Homo sapiens; OTHER	TRUE
SRR1780221	643683	SRX859640	SRS831217	Homo sapiens	PRJNA274006	GSM1596860: singles-K562-rep1-well-126; Homo sapiens; OTHER	TRUE
SRR1780224	124721	SRX859641	SRS831216	Homo sapiens	PRJNA274006	GSM1596861: singles-K562-rep1-well-127; Homo sapiens; OTHER	TRUE
SRR1780223	792405	SRX859641	SRS831216	Homo sapiens	PRJNA274006	GSM1596861: singles-K562-rep1-well-127; Homo sapiens; OTHER	TRUE
SRR1780226	138018	SRX859642	SRS831221	Homo sapiens	PRJNA274006	GSM1596862: singles-K562-rep1-well-128; Homo sapiens; OTHER	TRUE
SRR1780225	727629	SRX859642	SRS831221	Homo sapiens	PRJNA274006	GSM1596862: singles-K562-rep1-well-128; Homo sapiens; OTHER	TRUE
SRR1780228	128420	SRX859643	SRS831219	Homo sapiens	PRJNA274006	GSM1596863: singles-K562-rep1-well-129; Homo sapiens; OTHER	TRUE
SRR1780227	564402	SRX859643	SRS831219	Homo sapiens	PRJNA274006	GSM1596863: singles-K562-rep1-well-129; Homo sapiens; OTHER	TRUE
SRR1780230	115386	SRX859644	SRS831220	Homo sapiens	PRJNA274006	GSM1596864: singles-K562-rep1-well-130; Homo sapiens; OTHER	TRUE
SRR1780229	716967	SRX859644	SRS831220	Homo sapiens	PRJNA274006	GSM1596864: singles-K562-rep1-well-130; Homo sapiens; OTHER	TRUE
SRR1780232	177795	SRX859645	SRS831222	Homo sapiens	PRJNA274006	GSM1596865: singles-K562-rep1-well-131; Homo sapiens; OTHER	TRUE
SRR1780231	916909	SRX859645	SRS831222	Homo sapiens	PRJNA274006	GSM1596865: singles-K562-rep1-well-131; Homo sapiens; OTHER	TRUE
SRR1780234	156339	SRX859646	SRS831224	Homo sapiens	PRJNA274006	GSM1596866: singles-K562-rep1-well-132; Homo sapiens; OTHER	TRUE
SRR1780233	735024	SRX859646	SRS831224	Homo sapiens	PRJNA274006	GSM1596866: singles-K562-rep1-well-132; Homo sapiens; OTHER	TRUE
SRR1780236	206478	SRX859647	SRS831223	Homo sapiens	PRJNA274006	GSM1596867: singles-K562-rep1-well-133; Homo sapiens; OTHER	TRUE
SRR1780235	484258	SRX859647	SRS831223	Homo sapiens	PRJNA274006	GSM1596867: singles-K562-rep1-well-133; Homo sapiens; OTHER	TRUE
SRR1780238	150722	SRX859648	SRS831225	Homo sapiens	PRJNA274006	GSM1596868: singles-K562-rep1-well-134; Homo sapiens; OTHER	TRUE
SRR1780237	349909	SRX859648	SRS831225	Homo sapiens	PRJNA274006	GSM1596868: singles-K562-rep1-well-134; Homo sapiens; OTHER	TRUE
SRR1780240	175314	SRX859649	SRS831226	Homo sapiens	PRJNA274006	GSM1596869: singles-K562-rep1-well-135; Homo sapiens; OTHER	TRUE
SRR1780239	386785	SRX859649	SRS831226	Homo sapiens	PRJNA274006	GSM1596869: singles-K562-rep1-well-135; Homo sapiens; OTHER	TRUE
SRR1780242	147684	SRX859650	SRS831227	Homo sapiens	PRJNA274006	GSM1596870: singles-K562-rep1-well-136; Homo sapiens; OTHER	TRUE
SRR1780241	529791	SRX859650	SRS831227	Homo sapiens	PRJNA274006	GSM1596870: singles-K562-rep1-well-136; Homo sapiens; OTHER	TRUE
SRR1780244	108926	SRX859651	SRS831228	Homo sapiens	PRJNA274006	GSM1596871: singles-K562-rep1-well-137; Homo sapiens; OTHER	TRUE
SRR1780243	531255	SRX859651	SRS831228	Homo sapiens	PRJNA274006	GSM1596871: singles-K562-rep1-well-137; Homo sapiens; OTHER	TRUE
SRR1780245	414216	SRX859652	SRS831231	Homo sapiens	PRJNA274006	GSM1596872: singles-K562-rep1-well-138; Homo sapiens; OTHER	TRUE
SRR1780248	120276	SRX859653	SRS831230	Homo sapiens	PRJNA274006	GSM1596873: singles-K562-rep1-well-139; Homo sapiens; OTHER	TRUE
SRR1780247	528955	SRX859653	SRS831230	Homo sapiens	PRJNA274006	GSM1596873: singles-K562-rep1-well-139; Homo sapiens; OTHER	TRUE
SRR1780249	278635	SRX859654	SRS831229	Homo sapiens	PRJNA274006	GSM1596874: singles-K562-rep1-well-140; Homo sapiens; OTHER	TRUE
SRR1780251	273648	SRX859655	SRS831234	Homo sapiens	PRJNA274006	GSM1596875: singles-K562-rep1-well-141; Homo sapiens; OTHER	TRUE
SRR1780253	412698	SRX859656	SRS831233	Homo sapiens	PRJNA274006	GSM1596876: singles-K562-rep1-well-142; Homo sapiens; OTHER	TRUE
SRR1780256	171054	SRX859657	SRS831236	Homo sapiens	PRJNA274006	GSM1596877: singles-K562-rep1-well-143; Homo sapiens; OTHER	TRUE
SRR1780255	608598	SRX859657	SRS831236	Homo sapiens	PRJNA274006	GSM1596877: singles-K562-rep1-well-143; Homo sapiens; OTHER	TRUE
SRR1780258	102626	SRX859658	SRS831239	Homo sapiens	PRJNA274006	GSM1596878: singles-K562-rep1-well-144; Homo sapiens; OTHER	TRUE
SRR1780257	404310	SRX859658	SRS831239	Homo sapiens	PRJNA274006	GSM1596878: singles-K562-rep1-well-144; Homo sapiens; OTHER	TRUE
SRR1780260	204133	SRX859659	SRS831238	Homo sapiens	PRJNA274006	GSM1596879: singles-K562-rep1-well-145; Homo sapiens; OTHER	TRUE
SRR1780259	649090	SRX859659	SRS831238	Homo sapiens	PRJNA274006	GSM1596879: singles-K562-rep1-well-145; Homo sapiens; OTHER	TRUE
SRR1780261	340711	SRX859660	SRS831237	Homo sapiens	PRJNA274006	GSM1596880: singles-K562-rep1-well-146; Homo sapiens; OTHER	TRUE
SRR1780263	449055	SRX859661	SRS831240	Homo sapiens	PRJNA274006	GSM1596881: singles-K562-rep1-well-147; Homo sapiens; OTHER	TRUE
SRR1780265	458683	SRX859662	SRS831241	Homo sapiens	PRJNA274006	GSM1596882: singles-K562-rep1-well-148; Homo sapiens; OTHER	TRUE
SRR1780268	124072	SRX859663	SRS831244	Homo sapiens	PRJNA274006	GSM1596883: singles-K562-rep1-well-149; Homo sapiens; OTHER	TRUE
SRR1780267	581025	SRX859663	SRS831244	Homo sapiens	PRJNA274006	GSM1596883: singles-K562-rep1-well-149; Homo sapiens; OTHER	TRUE
SRR1780269	385915	SRX859664	SRS831242	Homo sapiens	PRJNA274006	GSM1596884: singles-K562-rep1-well-150; Homo sapiens; OTHER	TRUE
SRR1780271	394458	SRX859665	SRS831243	Homo sapiens	PRJNA274006	GSM1596885: singles-K562-rep1-well-151; Homo sapiens; OTHER	TRUE
SRR1780274	134876	SRX859666	SRS831245	Homo sapiens	PRJNA274006	GSM1596886: singles-K562-rep1-well-152; Homo sapiens; OTHER	TRUE
SRR1780273	683601	SRX859666	SRS831245	Homo sapiens	PRJNA274006	GSM1596886: singles-K562-rep1-well-152; Homo sapiens; OTHER	TRUE
SRR1780275	458815	SRX859667	SRS831246	Homo sapiens	PRJNA274006	GSM1596887: singles-K562-rep1-well-153; Homo sapiens; OTHER	TRUE
SRR1780278	107695	SRX859668	SRS831247	Homo sapiens	PRJNA274006	GSM1596888: singles-K562-rep1-well-154; Homo sapiens; OTHER	TRUE
SRR1780277	645549	SRX859668	SRS831247	Homo sapiens	PRJNA274006	GSM1596888: singles-K562-rep1-well-154; Homo sapiens; OTHER	TRUE
SRR1780280	120033	SRX859669	SRS831248	Homo sapiens	PRJNA274006	GSM1596889: singles-K562-rep1-well-155; Homo sapiens; OTHER	TRUE
SRR1780279	485378	SRX859669	SRS831248	Homo sapiens	PRJNA274006	GSM1596889: singles-K562-rep1-well-155; Homo sapiens; OTHER	TRUE
SRR1780282	121188	SRX859670	SRS831249	Homo sapiens	PRJNA274006	GSM1596890: singles-K562-rep1-well-156; Homo sapiens; OTHER	TRUE
SRR1780281	441666	SRX859670	SRS831249	Homo sapiens	PRJNA274006	GSM1596890: singles-K562-rep1-well-156; Homo sapiens; OTHER	TRUE
SRR1780284	194227	SRX859671	SRS831250	Homo sapiens	PRJNA274006	GSM1596891: singles-K562-rep1-well-157; Homo sapiens; OTHER	TRUE
SRR1780283	787738	SRX859671	SRS831250	Homo sapiens	PRJNA274006	GSM1596891: singles-K562-rep1-well-157; Homo sapiens; OTHER	TRUE
SRR1780286	138006	SRX859672	SRS831252	Homo sapiens	PRJNA274006	GSM1596892: singles-K562-rep1-well-158; Homo sapiens; OTHER	TRUE
SRR1780285	542117	SRX859672	SRS831252	Homo sapiens	PRJNA274006	GSM1596892: singles-K562-rep1-well-158; Homo sapiens; OTHER	TRUE
SRR1780288	135681	SRX859673	SRS831251	Homo sapiens	PRJNA274006	GSM1596893: singles-K562-rep1-well-159; Homo sapiens; OTHER	TRUE
SRR1780287	486758	SRX859673	SRS831251	Homo sapiens	PRJNA274006	GSM1596893: singles-K562-rep1-well-159; Homo sapiens; OTHER	TRUE
SRR1780290	136383	SRX859674	SRS831257	Homo sapiens	PRJNA274006	GSM1596894: singles-K562-rep1-well-160; Homo sapiens; OTHER	TRUE
SRR1780289	549067	SRX859674	SRS831257	Homo sapiens	PRJNA274006	GSM1596894: singles-K562-rep1-well-160; Homo sapiens; OTHER	TRUE
SRR1780292	167918	SRX859675	SRS831253	Homo sapiens	PRJNA274006	GSM1596895: singles-K562-rep1-well-161; Homo sapiens; OTHER	TRUE
SRR1780291	630546	SRX859675	SRS831253	Homo sapiens	PRJNA274006	GSM1596895: singles-K562-rep1-well-161; Homo sapiens; OTHER	TRUE
SRR1780293	376373	SRX859676	SRS831254	Homo sapiens	PRJNA274006	GSM1596896: singles-K562-rep1-well-162; Homo sapiens; OTHER	TRUE
SRR1780296	143037	SRX859677	SRS831255	Homo sapiens	PRJNA274006	GSM1596897: singles-K562-rep1-well-163; Homo sapiens; OTHER	TRUE
SRR1780295	1386931	SRX859677	SRS831255	Homo sapiens	PRJNA274006	GSM1596897: singles-K562-rep1-well-163; Homo sapiens; OTHER	TRUE
SRR1780298	176165	SRX859678	SRS831256	Homo sapiens	PRJNA274006	GSM1596898: singles-K562-rep1-well-164; Homo sapiens; OTHER	TRUE
SRR1780297	740824	SRX859678	SRS831256	Homo sapiens	PRJNA274006	GSM1596898: singles-K562-rep1-well-164; Homo sapiens; OTHER	TRUE
SRR1780299	363125	SRX859679	SRS831258	Homo sapiens	PRJNA274006	GSM1596899: singles-K562-rep1-well-165; Homo sapiens; OTHER	TRUE
SRR1780302	145822	SRX859680	SRS831259	Homo sapiens	PRJNA274006	GSM1596900: singles-K562-rep1-well-166; Homo sapiens; OTHER	TRUE
SRR1780301	681958	SRX859680	SRS831259	Homo sapiens	PRJNA274006	GSM1596900: singles-K562-rep1-well-166; Homo sapiens; OTHER	TRUE
SRR1780304	289028	SRX859681	SRS831260	Homo sapiens	PRJNA274006	GSM1596901: singles-K562-rep1-well-167; Homo sapiens; OTHER	TRUE
SRR1780303	1320950	SRX859681	SRS831260	Homo sapiens	PRJNA274006	GSM1596901: singles-K562-rep1-well-167; Homo sapiens; OTHER	TRUE
SRR1780305	452553	SRX859682	SRS831261	Homo sapiens	PRJNA274006	GSM1596902: singles-K562-rep1-well-168; Homo sapiens; OTHER	TRUE
SRR1780308	147216	SRX859683	SRS831262	Homo sapiens	PRJNA274006	GSM1596903: singles-K562-rep1-well-169; Homo sapiens; OTHER	TRUE
SRR1780307	555446	SRX859683	SRS831262	Homo sapiens	PRJNA274006	GSM1596903: singles-K562-rep1-well-169; Homo sapiens; OTHER	TRUE
SRR1780310	284477	SRX859684	SRS831263	Homo sapiens	PRJNA274006	GSM1596904: singles-K562-rep1-well-170; Homo sapiens; OTHER	TRUE
SRR1780309	830989	SRX859684	SRS831263	Homo sapiens	PRJNA274006	GSM1596904: singles-K562-rep1-well-170; Homo sapiens; OTHER	TRUE
SRR1780312	136200	SRX859685	SRS831265	Homo sapiens	PRJNA274006	GSM1596905: singles-K562-rep1-well-171; Homo sapiens; OTHER	TRUE
SRR1780311	465366	SRX859685	SRS831265	Homo sapiens	PRJNA274006	GSM1596905: singles-K562-rep1-well-171; Homo sapiens; OTHER	TRUE
SRR1780314	147003	SRX859686	SRS831264	Homo sapiens	PRJNA274006	GSM1596906: singles-K562-rep1-well-172; Homo sapiens; OTHER	TRUE
SRR1780313	479215	SRX859686	SRS831264	Homo sapiens	PRJNA274006	GSM1596906: singles-K562-rep1-well-172; Homo sapiens; OTHER	TRUE
SRR1780316	103308	SRX859687	SRS831266	Homo sapiens	PRJNA274006	GSM1596907: singles-K562-rep1-well-173; Homo sapiens; OTHER	TRUE
SRR1780315	386111	SRX859687	SRS831266	Homo sapiens	PRJNA274006	GSM1596907: singles-K562-rep1-well-173; Homo sapiens; OTHER	TRUE
SRR1780318	102572	SRX859688	SRS831267	Homo sapiens	PRJNA274006	GSM1596908: singles-K562-rep1-well-174; Homo sapiens; OTHER	TRUE
SRR1780317	553515	SRX859688	SRS831267	Homo sapiens	PRJNA274006	GSM1596908: singles-K562-rep1-well-174; Homo sapiens; OTHER	TRUE
SRR1780320	152372	SRX859689	SRS831268	Homo sapiens	PRJNA274006	GSM1596909: singles-K562-rep1-well-175; Homo sapiens; OTHER	TRUE
SRR1780319	545853	SRX859689	SRS831268	Homo sapiens	PRJNA274006	GSM1596909: singles-K562-rep1-well-175; Homo sapiens; OTHER	TRUE
SRR1780324	156827	SRX859691	SRS831271	Homo sapiens	PRJNA274006	GSM1596911: singles-K562-rep1-well-177; Homo sapiens; OTHER	TRUE
SRR1780323	684212	SRX859691	SRS831271	Homo sapiens	PRJNA274006	GSM1596911: singles-K562-rep1-well-177; Homo sapiens; OTHER	TRUE
SRR1780326	131361	SRX859692	SRS831270	Homo sapiens	PRJNA274006	GSM1596912: singles-K562-rep1-well-178; Homo sapiens; OTHER	TRUE
SRR1780325	504718	SRX859692	SRS831270	Homo sapiens	PRJNA274006	GSM1596912: singles-K562-rep1-well-178; Homo sapiens; OTHER	TRUE
SRR1780328	158081	SRX859693	SRS831272	Homo sapiens	PRJNA274006	GSM1596913: singles-K562-rep1-well-179; Homo sapiens; OTHER	TRUE
SRR1780327	747148	SRX859693	SRS831272	Homo sapiens	PRJNA274006	GSM1596913: singles-K562-rep1-well-179; Homo sapiens; OTHER	TRUE
SRR1780330	116110	SRX859694	SRS831273	Homo sapiens	PRJNA274006	GSM1596914: singles-K562-rep1-well-180; Homo sapiens; OTHER	TRUE
SRR1780329	557407	SRX859694	SRS831273	Homo sapiens	PRJNA274006	GSM1596914: singles-K562-rep1-well-180; Homo sapiens; OTHER	TRUE
SRR1780332	215999	SRX859695	SRS831278	Homo sapiens	PRJNA274006	GSM1596915: singles-K562-rep1-well-181; Homo sapiens; OTHER	TRUE
SRR1780331	781155	SRX859695	SRS831278	Homo sapiens	PRJNA274006	GSM1596915: singles-K562-rep1-well-181; Homo sapiens; OTHER	TRUE
SRR1780334	100806	SRX859696	SRS831275	Homo sapiens	PRJNA274006	GSM1596916: singles-K562-rep1-well-182; Homo sapiens; OTHER	TRUE
SRR1780333	404145	SRX859696	SRS831275	Homo sapiens	PRJNA274006	GSM1596916: singles-K562-rep1-well-182; Homo sapiens; OTHER	TRUE
SRR1780336	117872	SRX859697	SRS831276	Homo sapiens	PRJNA274006	GSM1596917: singles-K562-rep1-well-183; Homo sapiens; OTHER	TRUE
SRR1780335	372666	SRX859697	SRS831276	Homo sapiens	PRJNA274006	GSM1596917: singles-K562-rep1-well-183; Homo sapiens; OTHER	TRUE
SRR1780337	550828	SRX859698	SRS831274	Homo sapiens	PRJNA274006	GSM1596918: singles-K562-rep1-well-184; Homo sapiens; OTHER	TRUE
SRR1780339	579141	SRX859699	SRS831281	Homo sapiens	PRJNA274006	GSM1596919: singles-K562-rep1-well-185; Homo sapiens; OTHER	TRUE
SRR1780341	533383	SRX859700	SRS831277	Homo sapiens	PRJNA274006	GSM1596920: singles-K562-rep1-well-186; Homo sapiens; OTHER	TRUE
SRR1780343	453534	SRX859701	SRS831279	Homo sapiens	PRJNA274006	GSM1596921: singles-K562-rep1-well-187; Homo sapiens; OTHER	TRUE
SRR1780347	153770	SRX859703	SRS831285	Homo sapiens	PRJNA274006	GSM1596923: singles-K562-rep1-well-189; Homo sapiens; OTHER	TRUE
SRR1780349	333121	SRX859704	SRS831282	Homo sapiens	PRJNA274006	GSM1596924: singles-K562-rep1-well-190; Homo sapiens; OTHER	TRUE
SRR1780352	152805	SRX859705	SRS831284	Homo sapiens	PRJNA274006	GSM1596925: singles-K562-rep1-well-191; Homo sapiens; OTHER	TRUE
SRR1780351	520983	SRX859705	SRS831284	Homo sapiens	PRJNA274006	GSM1596925: singles-K562-rep1-well-191; Homo sapiens; OTHER	TRUE
SRR1780353	380291	SRX859706	SRS831283	Homo sapiens	PRJNA274006	GSM1596926: singles-K562-rep1-well-192; Homo sapiens; OTHER	TRUE
SRR1780355	655105	SRX859707	SRS831287	Homo sapiens	PRJNA274006	GSM1596927: singles-K562-rep2-well-1; Homo sapiens; OTHER	TRUE
SRR1780357	626106	SRX859708	SRS831286	Homo sapiens	PRJNA274006	GSM1596928: singles-K562-rep2-well-2; Homo sapiens; OTHER	TRUE
SRR1780359	569531	SRX859709	SRS831290	Homo sapiens	PRJNA274006	GSM1596929: singles-K562-rep2-well-3; Homo sapiens; OTHER	TRUE
SRR1780361	292752	SRX859710	SRS831289	Homo sapiens	PRJNA274006	GSM1596930: singles-K562-rep2-well-4; Homo sapiens; OTHER	TRUE
SRR1780365	558394	SRX859712	SRS831291	Homo sapiens	PRJNA274006	GSM1596932: singles-K562-rep2-well-6; Homo sapiens; OTHER	TRUE
SRR1780369	234339	SRX859714	SRS831293	Homo sapiens	PRJNA274006	GSM1596934: singles-K562-rep2-well-8; Homo sapiens; OTHER	TRUE
SRR1780371	105122	SRX859715	SRS831294	Homo sapiens	PRJNA274006	GSM1596935: singles-K562-rep2-well-9; Homo sapiens; OTHER	TRUE
SRR1780373	396315	SRX859716	SRS831295	Homo sapiens	PRJNA274006	GSM1596936: singles-K562-rep2-well-10; Homo sapiens; OTHER	TRUE
SRR1780375	532956	SRX859717	SRS831296	Homo sapiens	PRJNA274006	GSM1596937: singles-K562-rep2-well-11; Homo sapiens; OTHER	TRUE
SRR1780377	181437	SRX859718	SRS831297	Homo sapiens	PRJNA274006	GSM1596938: singles-K562-rep2-well-12; Homo sapiens; OTHER	TRUE
SRR1780379	464171	SRX859719	SRS831298	Homo sapiens	PRJNA274006	GSM1596939: singles-K562-rep2-well-13; Homo sapiens; OTHER	TRUE
SRR1780381	102998	SRX859720	SRS831299	Homo sapiens	PRJNA274006	GSM1596940: singles-K562-rep2-well-14; Homo sapiens; OTHER	TRUE
SRR1780383	423263	SRX859721	SRS831305	Homo sapiens	PRJNA274006	GSM1596941: singles-K562-rep2-well-15; Homo sapiens; OTHER	TRUE
SRR1780385	223734	SRX859722	SRS831300	Homo sapiens	PRJNA274006	GSM1596942: singles-K562-rep2-well-16; Homo sapiens; OTHER	TRUE
SRR1780387	571135	SRX859723	SRS831310	Homo sapiens	PRJNA274006	GSM1596943: singles-K562-rep2-well-17; Homo sapiens; OTHER	TRUE
SRR1780389	565597	SRX859724	SRS831302	Homo sapiens	PRJNA274006	GSM1596944: singles-K562-rep2-well-18; Homo sapiens; OTHER	TRUE
SRR1780391	129499	SRX859725	SRS831301	Homo sapiens	PRJNA274006	GSM1596945: singles-K562-rep2-well-19; Homo sapiens; OTHER	TRUE
SRR1780393	214528	SRX859726	SRS831304	Homo sapiens	PRJNA274006	GSM1596946: singles-K562-rep2-well-20; Homo sapiens; OTHER	TRUE
SRR1780395	479380	SRX859727	SRS831303	Homo sapiens	PRJNA274006	GSM1596947: singles-K562-rep2-well-21; Homo sapiens; OTHER	TRUE
SRR1780399	985500	SRX859729	SRS831308	Homo sapiens	PRJNA274006	GSM1596949: singles-K562-rep2-well-23; Homo sapiens; OTHER	TRUE
SRR1780401	539612	SRX859730	SRS831307	Homo sapiens	PRJNA274006	GSM1596950: singles-K562-rep2-well-24; Homo sapiens; OTHER	TRUE
SRR1780403	874957	SRX859731	SRS831312	Homo sapiens	PRJNA274006	GSM1596951: singles-K562-rep2-well-25; Homo sapiens; OTHER	TRUE
SRR1780405	916665	SRX859732	SRS831309	Homo sapiens	PRJNA274006	GSM1596952: singles-K562-rep2-well-26; Homo sapiens; OTHER	TRUE
SRR1780407	650401	SRX859733	SRS831313	Homo sapiens	PRJNA274006	GSM1596953: singles-K562-rep2-well-27; Homo sapiens; OTHER	TRUE
SRR1780409	241209	SRX859734	SRS831311	Homo sapiens	PRJNA274006	GSM1596954: singles-K562-rep2-well-28; Homo sapiens; OTHER	TRUE
SRR1780411	122309	SRX859735	SRS831314	Homo sapiens	PRJNA274006	GSM1596955: singles-K562-rep2-well-29; Homo sapiens; OTHER	TRUE
SRR1780413	162309	SRX859736	SRS831315	Homo sapiens	PRJNA274006	GSM1596956: singles-K562-rep2-well-30; Homo sapiens; OTHER	TRUE
SRR1780415	287781	SRX859737	SRS831316	Homo sapiens	PRJNA274006	GSM1596957: singles-K562-rep2-well-31; Homo sapiens; OTHER	TRUE
SRR1780417	760544	SRX859738	SRS831323	Homo sapiens	PRJNA274006	GSM1596958: singles-K562-rep2-well-32; Homo sapiens; OTHER	TRUE
SRR1780419	659158	SRX859739	SRS831322	Homo sapiens	PRJNA274006	GSM1596959: singles-K562-rep2-well-33; Homo sapiens; OTHER	TRUE
SRR1780421	691519	SRX859740	SRS831317	Homo sapiens	PRJNA274006	GSM1596960: singles-K562-rep2-well-34; Homo sapiens; OTHER	TRUE
SRR1780424	139737	SRX859741	SRS831318	Homo sapiens	PRJNA274006	GSM1596961: singles-K562-rep2-well-35; Homo sapiens; OTHER	TRUE
SRR1780423	831281	SRX859741	SRS831318	Homo sapiens	PRJNA274006	GSM1596961: singles-K562-rep2-well-35; Homo sapiens; OTHER	TRUE
SRR1780425	171997	SRX859742	SRS831319	Homo sapiens	PRJNA274006	GSM1596962: singles-K562-rep2-well-36; Homo sapiens; OTHER	TRUE
SRR1780427	583500	SRX859743	SRS831320	Homo sapiens	PRJNA274006	GSM1596963: singles-K562-rep2-well-37; Homo sapiens; OTHER	TRUE
SRR1780429	557904	SRX859744	SRS831321	Homo sapiens	PRJNA274006	GSM1596964: singles-K562-rep2-well-38; Homo sapiens; OTHER	TRUE
SRR1780431	319935	SRX859745	SRS831324	Homo sapiens	PRJNA274006	GSM1596965: singles-K562-rep2-well-39; Homo sapiens; OTHER	TRUE
SRR1780433	334379	SRX859746	SRS831330	Homo sapiens	PRJNA274006	GSM1596966: singles-K562-rep2-well-40; Homo sapiens; OTHER	TRUE
SRR1780435	445758	SRX859747	SRS831329	Homo sapiens	PRJNA274006	GSM1596967: singles-K562-rep2-well-41; Homo sapiens; OTHER	TRUE
SRR1780437	492457	SRX859748	SRS831325	Homo sapiens	PRJNA274006	GSM1596968: singles-K562-rep2-well-42; Homo sapiens; OTHER	TRUE
SRR1780439	502076	SRX859749	SRS831326	Homo sapiens	PRJNA274006	GSM1596969: singles-K562-rep2-well-43; Homo sapiens; OTHER	TRUE
SRR1780443	419804	SRX859751	SRS831331	Homo sapiens	PRJNA274006	GSM1596971: singles-K562-rep2-well-45; Homo sapiens; OTHER	TRUE
SRR1780445	412550	SRX859752	SRS831332	Homo sapiens	PRJNA274006	GSM1596972: singles-K562-rep2-well-46; Homo sapiens; OTHER	TRUE
SRR1780447	599133	SRX859753	SRS831328	Homo sapiens	PRJNA274006	GSM1596973: singles-K562-rep2-well-47; Homo sapiens; OTHER	TRUE
SRR1780449	482547	SRX859754	SRS831333	Homo sapiens	PRJNA274006	GSM1596974: singles-K562-rep2-well-48; Homo sapiens; OTHER	TRUE
SRR1780451	917491	SRX859755	SRS831334	Homo sapiens	PRJNA274006	GSM1596975: singles-K562-rep2-well-49; Homo sapiens; OTHER	TRUE
SRR1780453	541769	SRX859756	SRS831338	Homo sapiens	PRJNA274006	GSM1596976: singles-K562-rep2-well-50; Homo sapiens; OTHER	TRUE
SRR1780455	558609	SRX859757	SRS831339	Homo sapiens	PRJNA274006	GSM1596977: singles-K562-rep2-well-51; Homo sapiens; OTHER	TRUE
SRR1780458	142180	SRX859758	SRS831335	Homo sapiens	PRJNA274006	GSM1596978: singles-K562-rep2-well-52; Homo sapiens; OTHER	TRUE
SRR1780457	603411	SRX859758	SRS831335	Homo sapiens	PRJNA274006	GSM1596978: singles-K562-rep2-well-52; Homo sapiens; OTHER	TRUE
SRR1780459	574371	SRX859759	SRS831341	Homo sapiens	PRJNA274006	GSM1596979: singles-K562-rep2-well-53; Homo sapiens; OTHER	TRUE
SRR1780461	479828	SRX859760	SRS831342	Homo sapiens	PRJNA274006	GSM1596980: singles-K562-rep2-well-54; Homo sapiens; OTHER	TRUE
SRR1780465	542429	SRX859762	SRS831337	Homo sapiens	PRJNA274006	GSM1596982: singles-K562-rep2-well-56; Homo sapiens; OTHER	TRUE
SRR1780467	101822	SRX859763	SRS831340	Homo sapiens	PRJNA274006	GSM1596983: singles-K562-rep2-well-57; Homo sapiens; OTHER	TRUE
SRR1780470	113684	SRX859764	SRS831343	Homo sapiens	PRJNA274006	GSM1596984: singles-K562-rep2-well-58; Homo sapiens; OTHER	TRUE
SRR1780469	521323	SRX859764	SRS831343	Homo sapiens	PRJNA274006	GSM1596984: singles-K562-rep2-well-58; Homo sapiens; OTHER	TRUE
